Sukunimi;Nimenhaltijoita yhteensä
Koivikko;528
Wickström;528
Nuotio;527
Palmroos;527
Patrikainen;527
Vettenranta;527
Kivijärvi;526
Romo;526
Rönn;526
Winter;526
Vuorisalo;526
Lehmus;525
Louhelainen;525
Naskali;524
Pöysti;524
Viik;524
Hoffren;523
Palojärvi;523
Pirnes;523
Hiljanen;522
Pölkki;522
Siirilä;522
Silvola;522
Hannila;521
Somero;521
Soukka;520
Terävä;520
Hurri;519
Janhonen;519
Olsson;519
Sahlberg;519
Valkeinen;519
Malkamäki;518
Vilhunen;518
Iivanainen;517
Koukkari;517
Körkkö;517
Kuukka;516
Ranki;515
Savonen;515
Meronen;514
Rintanen;514
Örn;514
Auranen;513
Rautakoski;513
Niemenmaa;512
Piira;512
Pykäläinen;512
Hagelberg;511
Pajarinen;511
Pyy;511
Harjunen;510
Huikuri;510
Hörkkö;510
Kokkola;510
Maunu;510
Savinainen;510
Svahn;510
Säteri;510
Grundström;509
Ikäheimonen;509
Saaranen;509
Lohilahti;508
Palin;508
Perkkiö;508
Salakka;508
Abdi;507
Ojalehto;507
Viitasalo;507
Arminen;506
Havia;506
Mänty;506
Puskala;506
Heikkala;505
Hjelt;505
Jarva;505
Maukonen;505
Niska;505
Pakanen;505
Raudaskoski;505
Kurppa;504
Lavonen;504
Valve;503
Vähäsöyrinki;503
Hekkala;502
Hilden;502
Saarimäki;502
Heikka;501
Niinikoski;501
Wahlroos;501
Österholm;501
Aromaa;500
Kallonen;500
Lätti;500
Murtonen;500
Rentola;500
Sarin;500
Siirtola;499
Hytti;498
Junno;498
Rahko;498
Rikkonen;498
Kontiainen;497
Krook;497
Kyrö;497
Matikka;497
Paakkinen;497
Åman;497
Kotila;496
Lindroth;496
Stenvall;496
Kurttila;495
Tolppanen;495
Carlsson;494
Kalliola;494
Mäkäräinen;494
Savikko;494
Siitari;494
Aura;493
Juslin;493
Orpana;493
Granberg;492
Isola;492
Mård;492
Rönnqvist;492
Hannus;491
Ihamäki;491
Isopahkala;490
Kullberg;490
Lahikainen;490
Lindvall;490
Arvonen;488
Keisala;488
Haglund;487
Humalajoki;487
Jakonen;487
Kamula;487
Lehtovirta;487
Nevanperä;486
Pelli;486
Salenius;486
Silvonen;486
Strand;486
Viinanen;486
Ahlberg;485
Kylmälä;485
Haaparanta;484
Lyyra;484
Masalin;484
Bruun;483
Haapsaari;483
Henttinen;483
Koskiniemi;483
Kouhia;483
Kuru;483
Peltokorpi;483
Airola;482
Lehtikangas;481
Lundgren;481
Mannermaa;481
Mujunen;481
Veteläinen;481
Kuismin;480
Löfgren;480
Hilli;479
Uosukainen;479
Isokääntä;478
Forssell;477
Nikunen;477
Siipola;477
Grankulla;476
Kaksonen;476
Kallionpää;476
Kotajärvi;475
Lahtonen;475
Pirttimäki;475
Suikki;475
Tuikka;475
Tukia;475
Ranne;474
Valonen;474
Kerola;473
Komu;473
Sohlman;473
Venho;473
Wessman;473
Westerberg;473
Laurell;472
Myllymaa;472
Vepsä;472
Mahlamäki;471
Danielsson;470
Iltanen;470
Lappeteläinen;470
Lesonen;470
Petäjäjärvi;470
Polvinen;470
Veijola;470
Arffman;469
Hussein;469
Lundén;469
Hannukainen;468
Hietalahti;468
Koivusaari;468
Purmonen;468
Soronen;468
Vesanto;468
Ahti;467
Taipalus;467
Kirjonen;466
Kokkinen;466
Pulkkanen;466
Hätönen;465
Löytynoja;464
Marjamaa;464
Oikarainen;464
Ainasoja;462
Pohja;462
Raassina;462
Lainio;461
Ahlskog;460
Kohtala;460
Mäensivu;460
Susi;460
Tienhaara;460
Järviö;459
Kammonen;459
Kiiskilä;459
Sieppi;459
Vallin;459
Vastamäki;459
Isokoski;458
Miinalainen;458
Siiskonen;458
Juusela;457
Levo;457
Ruokamo;457
Sjöman;457
Tepponen;457
Nordling;456
Rauma;456
Ritala;456
Väkeväinen;456
Fors;455
Holmqvist;455
Jumppanen;455
Kuukasjärvi;455
Piri;455
Saavalainen;454
Turja;454
Udd;454
Sikanen;453
Tapper;452
Hägg;451
Ignatius;451
Kariniemi;451
Kiviluoma;451
Meskanen;451
Sorvisto;451
Lönnroth;450
Yrjänä;450
Jämsén;449
Le;449
Ruohomäki;449
Enlund;448
Lehtelä;448
Reini;448
Starck;448
Hyytiä;447
Kämppi;447
Ruuth;447
Haapa-aho;446
Jukarainen;446
Ruohola;446
Hoffrén;445
Kellokoski;445
Liski;445
Olander;445
Juhala;444
Kahelin;444
Kivekäs;443
Kotamäki;443
Palander;443
Mustalahti;442
Vuoti;442
Haikarainen;441
Haimi;441
Leponiemi;441
Möller;441
Temonen;441
Volanen;441
Haikola;440
Hasu;440
Honkasalo;440
Ikäläinen;440
Klasila;440
Lamminaho;440
Lukka;440
Winberg;440
Kiili;439
Mettovaara;439
Tyynelä;439
Kiukas;437
Siljander;437
Slotte;437
Kelloniemi;436
Peurala;436
Kaunismäki;435
Liljeström;435
Luhtanen;435
Väinölä;435
Heinämäki;434
Miikkulainen;434
Mäyrä;434
Raittila;434
Kalenius;433
Kestilä;433
Laulainen;433
Rytilahti;433
Raittinen;432
Sirola;432
Vaahtera;432
Laihonen;431
Castrén;430
Dufva;430
Kaarlela;430
Kortesalmi;430
Kultanen;430
Kykkänen;430
Lakso;430
Lautala;430
Vimpari;430
Iivari;429
Vilkki;429
Pokela;428
Rantasalo;428
Relander;428
Tallberg;428
Törnroos;428
Vuokila;428
Halkola;427
Koskimies;427
Tihinen;427
Järvelin;426
Salokangas;426
Sokka;426
Hietakangas;425
Mällinen;425
Panula;425
Heiskari;424
Rusi;424
Tanhuanpää;424
Teikari;424
Wilén;424
Jortikka;423
Skogberg;423
Tyyskä;423
Engman;422
Sahlman;422
Sinervo;422
Sundelin;422
Kajava;421
Lehtisalo;421
Hammar;420
Hautakoski;420
Jokisalo;420
Luoma-aho;420
Löfman;420
Ritari;420
Tammilehto;420
Aitto-oja;419
Alakoski;419
Helén;419
Jurmu;419
Silén;419
Syri;419
Ålander;419
Grahn;418
Malila;418
Ratinen;418
Sulin;418
Haapoja;417
Jokiaho;417
Kuismanen;417
Marjakangas;417
Simolin;416
Lammela;415
Lindman;415
Närvänen;415
Leppäkoski;414
Mutka;414
Perätalo;414
Wahlberg;414
Villman;414
Virkkula;414
Astikainen;413
Flinkman;413
Ahlström;412
Jolkkonen;412
Kittilä;412
Pihlava;412
Vilander;412
Kuhmonen;411
Pitkäranta;411
Väkiparta;411
Hartman;410
Hätinen;410
Jämsen;410
Karjula;410
Moberg;410
Mursu;410
Palmgren;410
Pettinen;410
Stenfors;410
Karinen;409
Kosola;409
Kytö;409
Pallari;409
Teräs;409
Tuominiemi;409
Göös;408
Kokkoniemi;408
Vuorenpää;408
Kuivanen;407
Luukko;407
Orre;407
Söderberg;407
Tallqvist;407
Jänkälä;406
Koivumaa;406
Raiskio;406
Talonen;406
Toivio;406
Iivarinen;405
Saine;405
Stenholm;405
Björkskog;404
Hägglund;404
Inkilä;404
Juujärvi;404
Somppi;404
Sutela;404
Timperi;404
Hotakainen;403
Kaukinen;403
Kenttälä;403
Rasimus;403
Sivén;403
Åkerman;403
Enroth;402
Varila;402
Holmlund;401
Joutsen;401
Schwartz;401
Silfver;401
Vattulainen;401
Willberg;401
Airas;400
Ilkka;400
Ravantti;400
Koiranen;399
Kumpumäki;399
Pasma;399
Puurtinen;399
Vidgren;399
Huupponen;398
Kääriä;398
Kaipiainen;397
Kivikoski;397
Kotanen;397
Lehmonen;397
Pirttijärvi;397
Hintsanen;396
Liikkanen;396
Singh;396
Äijö;396
Korolainen;395
Olenius;395
Harmaala;394
Sistonen;394
Autere;393
Fält;393
Halmela;393
Hirvikoski;393
Korjus;393
Hihnala;392
Kaarre;392
Packalén;392
Jormakka;391
Lantta;391
Majaniemi;391
Mertala;391
Muranen;391
Haajanen;390
Raninen;390
Sikiö;390
Hansson;389
Hovila;389
Kangasmäki;389
Svärd;389
Verho;389
Luiro;388
Lustig;388
Palovaara;388
Pirkola;388
Puonti;388
Jurvelin;387
Laukkarinen;387
Pietarila;387
Collin;386
Käppi;386
Oravainen;386
Tommola;386
Tourunen;386
Moisanen;385
Pinola;385
Ratia;385
Vähä;385
Glad;384
Hattunen;384
Holmi;384
Kattilakoski;384
Partinen;384
Saha;384
Ursin;384
Brander;383
Dahlberg;383
Korteniemi;383
Levonen;383
Syrjäläinen;383
Bergholm;382
Impiö;382
Lehtosaari;382
Saloniemi;382
Vehmanen;382
Winqvist;382
Kuokka;381
Koskimaa;380
Lemmetyinen;379
Myllyoja;379
Raussi;379
Risku;379
Vakkuri;379
Veikkolainen;379
Maja;378
Patronen;378
Pousi;378
Strengell;378
Toivainen;378
Hannikainen;377
Kylänpää;377
Kyröläinen;377
Pessi;377
Suontausta;377
Säilä;377
Tahkola;377
Uronen;377
Vaattovaara;377
Vienonen;377
Alaluusua;376
Hernesniemi;376
Kuorikoski;376
Palenius;376
Sarja;376
Grönstrand;375
Hietaharju;375
Kehusmaa;375
Outinen;375
Pekkonen;375
Smith;375
Toppari;375
Vitikka;375
Kouvalainen;374
Rahunen;374
Rostedt;374
Sariola;374
Välilä;374
Junkkari;373
Kähönen;373
Meriluoto;373
Mero;373
Rahikka;373
Svensson;373
Kamunen;372
Pulkka;372
Salmijärvi;372
Tiirikainen;372
Vähämaa;372
Haikara;371
Rasmus;371
Welling;371
Wilenius;371
Kousa;370
Limnell;370
Vähäsarja;370
Komppa;369
Laakko;369
Laasanen;369
Merivirta;369
Pokkinen;369
Purho;369
Sarén;369
Ämmälä;369
Häikiö;368
Mälkiä;368
Pohjanen;368
Pylkkönen;368
Grönvall;367
Horttanainen;367
Kilpiö;367
Koivuluoma;367
Kreivi;367
Lattu;367
Sorvoja;367
Varjo;367
Ahvonen;366
Frilander;366
Jaara;366
Oksala;366
Vasama;366
Veikkola;366
Vilppola;366
Hast;365
Tampio;365
Alamäki;364
Lyly;364
Olkinuora;364
Riutta;364
Ryyppö;364
Hartonen;363
Knuuti;363
Monto;363
Ruonala;363
Vesterlund;363
Kyyhkynen;362
Luokkala;362
Löf;362
Nummila;362
Nuora;362
Tiikkainen;362
Kempas;361
Koskenkorva;361
Liuska;361
Mustaniemi;361
Myllyaho;361
Naakka;361
Urpilainen;361
Bärlund;360
Kangasluoma;360
Kotro;360
Lääperi;360
Pirkkalainen;360
Röntynen;360
Torppa;360
Kaija;359
Kovero;359
Pihlainen;359
Rakkolainen;359
Sipinen;359
Stark;359
Aholainen;358
Fabritius;358
From;358
Kerminen;358
Koskenniemi;358
Pham;358
Pirttilä;358
Selkälä;358
Stenbäck;358
Kunelius;357
Käki;357
Lemström;357
Tani;357
Vänttilä;357
Kaukoranta;356
Aittola;355
Himanka;355
Lallukka;355
Partti;355
Pulkki;355
Saukkoriipi;355
Timlin;355
Ibrahim;354
Peteri;354
Pihl;354
Pirttimaa;354
Puolitaival;354
Riikola;354
Jyrkinen;353
Partala;353
Rousu;353
Nikkari;352
Asunmaa;351
Fellman;351
Jaako;351
Ketolainen;351
Oranen;351
Södergård;351
Vienola;351
Pantsar;350
Riihinen;349
Sjöroos;349
Ahlstedt;348
Mellin;348
Salokannel;348
Sillman;348
Säisä;348
Ellonen;347
Grön;347
Häkkänen;347
Kaarela;347
Kaisto;347
Kasanen;347
Pukki;347
Rekonen;347
Vanne;347
Yletyinen;347
Ylijoki;347
Alitalo;346
Hauhia;346
Hopia;346
Hurmerinta;346
Lehkonen;346
Majamäki;346
Paloheimo;346
Dahlgren;345
Harri;345
Klemets;345
Mickelsson;345
Rönnholm;345
Hietamies;344
Kemiläinen;344
Paljakka;344
Pienimäki;344
Puolakanaho;344
Suihko;344
Valjus;344
Hansen;343
Jääskö;343
Liikala;343
Wahlman;343
Vääräniemi;343
Bäcklund;342
Cederberg;342
Hahl;342
Mohamud;342
Molander;342
Tiilikka;342
Tontti;342
Wasenius;342
Flinck;341
Hakanpää;341
Huurinainen;341
Niinistö;341
Perttilä;341
Rosti;341
Tuomivaara;341
Ahtonen;340
Byman;340
Elovaara;340
Tiikkaja;340
Dahlman;339
Hauta-aho;339
Hermunen;339
Merinen;339
Verronen;339
Mäntymäki;338
Siimes;338
Vallenius;338
Alakärppä;337
Hanhisuanto;337
Kaukola;337
Laukkonen;337
Mauno;337
Mättö;337
Åhman;337
Argillander;336
Arpiainen;336
Ekberg;336
Kellokumpu;336
Kultalahti;336
Kuukkanen;336
Myllärinen;336
Nikki;336
Ågren;336
Einola;335
Hokka;335
Kraft;335
Kuusniemi;335
Tanska;335
Fröberg;334
Kukkula;334
Levola;334
Majanen;334
Pyrhönen;334
Riski;334
Syväjärvi;334
Tupala;334
Typpö;334
Uuttu;334
Jama;333
Maksimainen;333
Michelsson;333
Fager;332
Flyktman;332
Frisk;332
Himberg;332
Kuntsi;332
Lumijärvi;332
Markus;332
Pihlström;332
Rekilä;332
Renvall;332
Saunamäki;332
Hiironen;331
Huikko;331
Luukka;331
Tabell;331
Hellstén;330
Kähäri;330
Kälkäjä;330
Leppäaho;330
Polojärvi;330
Hakomäki;329
Hoikka;329
Karvanen;329
Kuhanen;329
Lähdekorpi;329
Maijanen;329
Manni;329
Passi;329
Salli;329
Toppila;329
Linnala;328
Mäntysaari;328
Ohvo;328
Sankala;328
Talvio;328
Vataja;328
Korkiamäki;327
Lähdemäki;327
Nordqvist;327
Karell;326
Liljeqvist;326
Persson;326
Perttu;326
Shemeikka;326
Sipari;326
Vahala;326
Granström;325
Hurtig;325
Jumisko;325
Kaskela;325
Korppi;325
Lampila;325
Marttala;325
Meuronen;325
Moisander;325
Tomperi;325
Vehniäinen;325
Andersin;324
Högström;324
Isomaa;324
Kalpio;324
Koivukoski;324
Kyyrö;324
Laulajainen;324
Parkkari;324
Puoskari;324
Sand;324
Sarlin;324
Tapani;324
Tykkyläinen;324
Hamari;323
Hanka;323
Järvisalo;323
Karhinen;323
Paappanen;323
Tiitto;323
Varjus;323
Väkevä;323
Hiekkanen;322
Kettula;322
Koutonen;322
Rantakangas;322
Saariniemi;322
Anttalainen;321
Isojärvi;321
Khan;321
Kola;321
Lakkala;321
Pekki;321
Riihijärvi;321
Viklund;321
Alhonen;320
Ekola;320
Karila;320
Kotala;320
Nurmio;320
Ollanketo;320
Osman;320
Rouvali;320
Talvensaari;320
Tirri;320
Häyhä;319
Karjala;319
Komonen;319
Kouvo;319
Näsi;319
Paakkanen;319
Palomaa;319
Polvi;319
Poskiparta;319
Renfors;319
Tattari;319
Tulkki;319
Isoviita;318
Kaipio;318
Kaukiainen;318
Kutvonen;318
Lankila;318
Rasila;318
Säntti;318
Tietäväinen;318
Vihervuori;318
Auer;317
Lanki;317
Patjas;317
Pippuri;317
Purola;317
Soppela;317
Haikala;316
Lehtisaari;316
Seikkula;316
Eklöf;315
Haapalahti;315
Hellén;315
Hämeenniemi;315
Lemberg;315
Sakko;315
Tarvonen;315
Björkbacka;314
Bragge;314
Huolman;314
Kirves;314
Myyry;314
Wilkman;314
Härö;313
Nakari;313
Tenkanen;313
Yrjönen;313
Elfving;312
Karlström;312
Koskenranta;312
Kurri;312
Peräkylä;312
Pouttu;312
Wahlström;312
Alajoki;311
Aspegren;311
Backström;311
Myyrä;311
Parhiala;311
Putkinen;311
Ranta-aho;311
Salakari;311
Snickars;311
Stenström;311
Sällinen;311
Tähti;311
Hyyrynen;310
Niittynen;310
Suurnäkki;310
Åkerblom;310
Dahlqvist;309
Hostikka;309
Kankkonen;309
Laulumaa;309
Nuorala;309
Schmidt;309
Silvan;309
Ahlroth;308
Kemi;308
Kohtamäki;308
Lunden;308
Qvist;308
Soisalo;308
Viiri;308
Etelämäki;307
Kenttä;307
Korkeakoski;307
Paavolainen;307
Rikala;307
Hyppänen;306
Hyypiä;306
Kuusiniemi;306
Saharinen;306
Stoor;306
Inkiläinen;305
Kankaanranta;305
Kilkki;305
Majander;305
Mehto;305
Merisalo;305
Pitkäniemi;305
Svart;305
Kivikangas;304
Koppanen;304
Lax;304
Mäkisalo;304
Pihkala;304
Rosvall;304
Tasala;304
Barck;303
Manelius;303
Marjeta;303
Pirttikoski;303
Vilkko;303
Burman;302
Halla-aho;302
Hälinen;302
Luusua;302
Omar;302
Parkko;302
Pitkämäki;302
Tervala;302
Ahlholm;301
Huittinen;301
Parantainen;301
Paukkonen;301
Piilola;301
Silvasti;301
Vilmi;301
Färm;300
Paakkonen;300
Parkkali;300
Raitala;300
Saarikivi;300
Ylänen;300
Kauko;299
Kuusimäki;299
Määttälä;299
Ojansivu;299
Taimi;299
Vihervaara;299
Väärälä;299
Arkko;298
Aula;298
Björklöf;298
Hjelm;298
Nuuttila;298
Oikkonen;298
Piilonen;298
Pönni;298
Salama;298
Tuori;298
Yliniemi;298
Hautaviita;297
Lehvonen;297
Lotvonen;297
Marjomaa;297
Mertaniemi;297
Takkula;297
Komi;296
Rautava;296
Suomala;296
Wahlsten;296
Yliluoma;296
Avikainen;295
Holttinen;295
Huumonen;295
Jonsson;295
Juuso;295
Kautiainen;295
Känsälä;295
Mäkiniemi;295
Olkkola;295
Ruotsala;295
Tapiola;295
Filppula;294
Haaja;294
Huhtakangas;294
Streng;294
Tuura;294
Heimo;293
Hermansson;293
Malmivaara;293
Rauhamäki;293
Riissanen;293
Saikko;293
Ahtinen;292
Anderson;292
Haka;292
Heiniö;292
Hemming;292
Jylkkä;292
Lagerström;292
Maaninka;292
Nybacka;292
Rundgren;292
Suortti;292
Säily;292
Toivari;292
Airio;291
Jaakkonen;291
Kartano;291
Köngäs;291
Müller;291
Palmén;291
Taivainen;291
Carlson;290
Hopponen;290
Johnson;290
Kukkohovi;290
Mankki;290
Puusaari;290
Rasinkangas;290
Taavila;290
Ylikulju;290
Andelin;289
Hosio;289
Illman;289
Jensen;289
Mukkala;289
Mustakallio;289
Strandman;289
Kiukkonen;288
Leppiniemi;288
Närvä;288
Pyyhtiä;288
Ryytty;288
Savander;288
Siltakoski;288
Storbacka;288
Sulander;288
Tarkka;288
Furu;287
Hiukka;287
Nykvist;287
Pitkäaho;287
Vesamäki;287
Villa;287
Volotinen;287
Hara;286
Korhola;286
Lemettinen;286
Parttimaa;286
Pitkonen;286
Sundvall;286
Ahlroos;285
Farah;285
Hietaranta;285
Kaarakainen;285
Kalmari;285
Papunen;285
Renlund;285
Särkijärvi;285
Söderblom;285
Tulokas;285
Tuorila;285
Lautamäki;284
Merilä;284
Nironen;284
Paasikivi;284
Rajakangas;284
Raudasoja;284
Siukola;284
Stenroth;284
Valle;284
Ylikangas;284
Haukijärvi;283
Ilmarinen;283
Kesseli;283
Kuiri;283
Niemi-Korpi;283
Pimiä;283
Riipi;283
Sahlström;283
Talka;283
Tolkki;283
Vahtola;283
Ihanus;282
Lang;282
Punkari;282
Puukko;282
Puurula;282
Ramstedt;282
Ristilä;282
Siikanen;282
Toivo;282
Hallberg;281
Huttula;281
Hällfors;281
Isberg;281
Kiviluoto;281
Kuusjärvi;281
Muukka;281
Näätänen;281
Pirttinen;281
Puhakainen;281
Riihiaho;281
Turkulainen;281
Yrttiaho;281
Hult;280
Jaakonsaari;280
Luomanen;280
Muurimäki;280
Rasilainen;280
Gustavsson;279
Halttu;279
Ikkala;279
Juurakko;279
Muilu;279
Muuri;279
Tarkkonen;279
Tetri;279
Toivakka;279
Uusikartano;279
Vinni;279
Junnola;278
Lipiäinen;278
Martinmäki;278
Rahja;278
Rosenström;278
Runtti;278
Saira;278
Sokura;278
Tervola;278
Westerback;278
Wikberg;278
Heikinheimo;277
Hirviniemi;277
Huikari;277
Hälikkä;277
Kejonen;277
Koivulahti;277
Lipasti;277
Lokka;277
Pajukoski;277
Peuhkuri;277
Qvick;277
Tunturi;277
Keurulainen;276
Lamppu;276
Leppinen;276
Piirto;276
Sankari;276
Suokko;276
Svensk;276
Vartio;276
Bister;275
Hacklin;275
Kankaala;275
Lalli;275
Luukinen;275
Muona;275
Pitkäkangas;275
Saarenmaa;275
Turkka;275
Turtinen;275
Wik;275
Engberg;274
Hästbacka;274
Latvakoski;274
Malmsten;274
Aapro;273
Juurinen;273
Kuortti;273
Melander;273
Natri;273
Näsman;273
Pauna;273
Viholainen;273
Eilola;272
Granfors;272
Korkeakangas;272
Nurro;272
Salonpää;272
Ulvinen;272
Wikholm;272
Vilmunen;272
Haikka;271
Heinikoski;271
Kelkka;271
Kokkarinen;271
Ohtamaa;271
Parpala;271
Rovio;271
Silvast;271
Torkkel;271
Tulla;271
Forstén;270
Haukkala;270
Katajainen;270
Kolmonen;270
Kontunen;270
Mylly;270
Romu;270
Suopanki;270
Wargh;270
Hirn;269
Huhtaniemi;269
Jokipii;269
Mustakangas;269
Mykrä;269
Ojajärvi;269
Pyrrö;269
Ronkanen;269
Salmelin;269
Tuohino;269
Vuohelainen;269
Väätänen;269
Hirvensalo;268
Korri;268
Loisa;268
Poikkimäki;268
Seilonen;268
Varpula;268
Wirtanen;268
Granö;267
Hauru;267
Kaattari;267
Kaiponen;267
Kuivala;267
Lakanen;267
Mentula;267
Sohlberg;267
Särkiniemi;267
Vehkaoja;267
Wiberg;267
Villikka;267
Wilson;267
Ekroos;266
Isohanni;266
Johnsson;266
Kuusi;266
Louko;266
Musakka;266
Hedberg;265
Kalliomaa;265
Mönttinen;265
Nikkonen;265
Rontti;265
Ruokola;265
Wegelius;265
Vähänen;265
Ahvenjärvi;264
Härmälä;264
Jormalainen;264
Kerkelä;264
Kesäläinen;264
Kupila;264
Kärkinen;264
Kärkäs;264
Loukusa;264
Marjala;264
Nisonen;264
Rinta;264
Savilaakso;264
Torkko;264
Wester;264
Vierula;264
Haiko;263
Holkko;263
Karvo;263
Martti;263
Mikander;263
Nokkala;263
Pannula;263
Taina;263
Lintala;262
Moisala;262
Nerg;262
Peuraniemi;262
Pöyhtäri;262
Uusitupa;262
Heiskala;261
Myntti;261
Nukarinen;261
Paakkola;261
Pere;261
Pyysalo;261
Ranua;261
Silfverberg;261
Tervamäki;261
Uusimaa;261
Hallikas;260
Happo;260
Haveri;260
Janatuinen;260
Keskimäki;260
Liuski;260
Merta;260
Muotka;260
Murtola;260
Niskakangas;260
Salojärvi;260
Siro;260
Termonen;260
Ylikotila;260
Aunola;259
Gummerus;259
Juva;259
Kajan;259
Kesänen;259
Knaapi;259
Laurinen;259
Lähteinen;259
Paulamäki;259
Pirttilahti;259
Rankinen;259
Wright;259
Kojola;258
Lehmuskoski;258
Nopanen;258
Nuutila;258
Näveri;258
Rauta;258
Risto;258
Hautajärvi;257
Jyrinki;257
Koukkula;257
Niskasaari;257
Päiväniemi;257
Tauru;257
Tähkäpää;257
Hirvinen;256
Höök;256
Kuusijärvi;256
Lammassaari;256
Lihavainen;256
Merikanto;256
Nauha;256
Nurkka;256
Patama;256
Prittinen;256
Saalasti;256
Saariaho;256
Selander;256
Vuokko;256
Ylätalo;256
Bergqvist;255
Grönman;255
Haatanen;255
Kaitila;255
Kaljunen;255
Kavander;255
Kouva;255
Leimu;255
Lohtander;255
Niukkanen;255
Stenlund;255
Suvinen;255
Tala;255
Talikka;255
Tavi;255
Vihanto;255
Ekblom;254
Haara;254
Hammarberg;254
Joona;254
Kaarto;254
Karén;254
Korkka;254
Markkola;254
Martikkala;254
Maunuksela;254
Näsänen;254
Sneck;254
Vesikko;254
Hanhinen;253
Ilmanen;253
Isometsä;253
Lampén;253
Levander;253
Linnanmäki;253
Nikka;253
Pentinmäki;253
Vaskelainen;253
Vuorimaa;253
Ylisirniö;253
Arvela;252
Ehrnrooth;252
Havu;252
Hienonen;252
Jokimies;252
Kiema;252
Kuivamäki;252
Leander;252
Nordgren;252
Pelander;252
Pohto;252
Puuronen;252
Talonpoika;252
Vierelä;252
Ansamaa;251
Herlevi;251
Känkänen;251
Malo;251
Mustola;251
Päätalo;251
Saarto;251
Saraste;251
Tella;251
Ylöstalo;251
Björkell;250
Haga;250
Jokikokko;250
Kononen;250
Koukku;250
Kristo;250
Lillqvist;250
Mämmi;250
Pasi;250
Rasku;250
Tiira;250
Turku;250
Alava;249
Ekblad;249
Hannola;249
Huuki;249
Nätynki;249
Pylväs;249
Stenbacka;249
Torkkola;249
Haltia;248
Kalliosaari;248
Katajala;248
Käkönen;248
Kärppä;248
Laisi;248
Muinonen;248
Pihlman;248
Pitko;248
Pöysä;248
Räinä;248
Tähkänen;248
Allén;247
Brusila;247
Grandell;247
Haukipuro;247
Härkänen;247
Kouri;247
Laihanen;247
Mahkonen;247
Matila;247
Pokka;247
Pyhäjärvi;247
Rättö;247
Sakki;247
Vilponen;247
Vuorma;247
Abrahamsson;246
Eeva;246
Esko;246
Haimakainen;246
Hiipakka;246
Honkavaara;246
Kerman;246
Kiminki;246
Kortesoja;246
Lasanen;246
Tuikkanen;246
Tuokkola;246
Tuupanen;246
Vehmaa;246
Viikari;246
Värri;246
Herttuainen;245
Jurvakainen;245
Kirvesmäki;245
Kytönen;245
Käpylä;245
Lenkkeri;245
Marila;245
Niemonen;245
Parjanen;245
Rahikkala;245
Rajalin;245
Santamäki;245
Föhr;244
Huoponen;244
Koppinen;244
Meri;244
Pukkinen;244
Rautiola;244
Vainonen;244
Ahlvik;243
Enkvist;243
Isosaari;243
Kainu;243
Kamppinen;243
Kotka;243
Palmunen;243
Sundkvist;243
Sunnari;243
Vähätiitto;243
Alhainen;242
Ekqvist;242
Järvimäki;242
Kukka;242
Kyngäs;242
Latvanen;242
Liinamaa;242
Lius;242
Partio;242
Saukonoja;242
Syväoja;242
Taivassalo;242
Tarkkanen;242
Teppola;242
Byggmästar;241
Hiitola;241
Junnikkala;241
Liiri;241
Lindahl;241
Lohikoski;241
Maula;241
Pennala;241
Viita-aho;241
Vironen;241
Haukilahti;240
Kimpimäki;240
Kälviäinen;240
Käsmä;240
Raiski;240
Riippi;240
Rosqvist;240
Sappinen;240
Simanainen;240
Sundblom;240
Vedenpää;240
Ampuja;239
Antola;239
Haavikko;239
Laitamäki;239
Lemmetti;239
Pulakka;239
Rajahalme;239
Santalahti;239
Satta;239
Skogster;239
Tarnanen;239
Waris;239
Hieta;238
Jukkola;238
Kara;238
Kattainen;238
Ketomäki;238
Kitunen;238
Paso;238
Piipari;238
Ruha;238
Vikki;238
Vikstedt;238
Wirén;238
Åstrand;238
Helkiö;237
Hertteli;237
Hottinen;237
Häkämies;237
Kaijanen;237
Karjunen;237
Korkiakangas;237
Kulo;237
Kuoppamäki;237
Munne;237
Myllylahti;237
Naski;237
Pappila;237
Perkiömäki;237
Pieviläinen;237
Renko;237
Savioja;237
Tervakangas;237
Tötterman;237
Borgström;236
Huomo;236
Klinga;236
Kolkka;236
Konu;236
Pigg;236
Railo;236
Röppänen;236
Sarvi;236
Tastula;236
Yrjänheikki;236
Inkala;235
Ismail;235
Kaarna;235
Kaplas;235
Kivikko;235
Kortesmaa;235
Loukkola;235
Mämmelä;235
Pappinen;235
Rusila;235
Sandqvist;235
Sova;235
Spets;235
Särkinen;235
Tuoriniemi;235
Viljanmaa;235
Vänni;235
Eteläaho;234
Hall;234
Hepo-oja;234
Jauho;234
Kilpelä;234
Kleimola;234
Lahdelma;234
Murtoniemi;234
Roukala;234
Storm;234
Tervahauta;234
Tynjälä;234
Williams;234
Ylimartimo;234
Ahoniemi;233
Berghäll;233
Forsén;233
Gardemeister;233
Kontro;233
Kyrölä;233
Magnusson;233
Martimo;233
Nikola;233
Still;233
Suonio;233
Heijari;232
Kivilompolo;232
Kosamo;232
Launiainen;232
Lohiniva;232
Lybeck;232
Marjoniemi;232
Ora;232
Tuuliainen;232
Vasarainen;232
Virnes;232
Vuollet;232
Albrecht;231
Eskolin;231
Hasanen;231
Kaisla;231
Kivisaari;231
Kääpä;231
Lassfolk;231
Lensu;231
Louhi;231
Rautakorpi;231
Ruokanen;231
Siermala;231
Stigell;231
Suoknuuti;231
